Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RRM1","Ribonucleotide Reductase Catalytic Subunit M1","Protein Coding","P23921","63","GC11P014203","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM1"
"FBP1","Fructose-Bisphosphatase 1","Protein Coding","P09467","62","GC09M094603","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBP1"
"NR2F1","Nuclear Receptor Subfamily 2 Group F Member 1","Protein Coding","P10589","57","GC05P093583","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F1"
"TDP2","Tyrosyl-DNA Phosphodiesterase 2","Protein Coding","O95551","56","GC06M024651","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDP2"
"NDUFB8","NADH:Ubiquinone Oxidoreductase Subunit B8","Protein Coding","O95169","55","GC10M100523","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB8"
"VARS1","Valyl-TRNA Synthetase 1","Protein Coding","P26640","55","GC06M100312","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VARS1"
"SLC25A22","Solute Carrier Family 25 Member 22","Protein Coding","Q9H936","54","GC11M013234","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A22"
"XPNPEP3","X-Prolyl Aminopeptidase 3","Protein Coding","Q9NQH7","54","GC22P040857","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPNPEP3"
"ATP5F1D","ATP Synthase F1 Subunit Delta","Protein Coding","P30049","52","GC19P131839","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1D"
"INF2","Inverted Formin 2","Protein Coding","Q27J81","52","GC14P118131","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INF2"
"SLC52A2","Solute Carrier Family 52 Member 2","Protein Coding","Q9HAB3","51","GC08P144333","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A2"
"COX6A2","Cytochrome C Oxidase Subunit 6A2","Protein Coding","Q02221","49","GC16M045837","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX6A2"
"ALKBH1","AlkB Homolog 1, Histone H2A Dioxygenase","Protein Coding","Q13686","48","GC14M077672","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH1"
"NDUFAF5","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5","Protein Coding","Q5TEU4","48","GC20P014035","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5"
"QARS1","Glutaminyl-TRNA Synthetase 1","Protein Coding","P47897","47","GC03M054253","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QARS1"
"TANGO2","Transport And Golgi Organization 2 Homolog","Protein Coding","Q6ICL3","47","GC22P020017","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANGO2"
"COA3","Cytochrome C Oxidase Assembly Factor 3","Protein Coding","Q9Y2R0","46","GC17M042795","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA3"
"COA7","Cytochrome C Oxidase Assembly Factor 7","Protein Coding","Q96BR5","46","GC01M052684","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA7"
"DMAC1","Distal Membrane Arm Assembly Component 1","Protein Coding","Q96GE9","44","GC09M007798","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMAC1"
"COX7B2","Cytochrome C Oxidase Subunit 7B2","Protein Coding","Q8TF08","42","GC04M046734","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7B2"
"MT-TT","Mitochondrially Encoded TRNA-Thr (ACN)","RNA Gene","","23","GCMTP015890","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TT"
"MT-TN","Mitochondrially Encoded TRNA-Asn (AAU/C)","RNA Gene","","22","GCMTM005659","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TN"
"MT-TQ","Mitochondrially Encoded TRNA-Gln (CAA/G)","RNA Gene","","21","GCMTM004331","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TQ"
"MT-TY","Mitochondrially Encoded TRNA-Tyr (UAU/C)","RNA Gene","","20","GCMTM005828","2.14351177215576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TY"
"SUPT5H","SPT5 Homolog, DSIF Elongation Factor Subunit","Protein Coding","O00267","52","GC19P039436","2.14167022705078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT5H"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","Q9Y2R2","59","GC01M113813","2.13821148872375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"MIF","Macrophage Migration Inhibitory Factor","Protein Coding","P14174","61","GC22P023894","2.13789105415344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF"
"SNPH","Syntaphilin","Protein Coding","O15079","47","GC20P001266","2.13747715950012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNPH"
"CCNA2","Cyclin A2","Protein Coding","P20248","58","GC04M121816","2.13364791870117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2"
"APOA2","Apolipoprotein A2","Protein Coding","P02652","58","GC01M161222","2.12627840042114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA2"
"EPX","Eosinophil Peroxidase","Protein Coding","P11678","56","GC17P058192","2.12627840042114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPX"
"F9","Coagulation Factor IX","Protein Coding","P00740","60","GC0XP139530","2.12327647209167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F9"
"ATR","ATR Serine/Threonine Kinase","Protein Coding","Q13535","66","GC03M142449","2.11808896064758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR"
"PLP1","Proteolipid Protein 1","Protein Coding","P60201","55","GC0XP103773","2.11808896064758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLP1"
"GPI","Glucose-6-Phosphate Isomerase","Protein Coding","P06744","59","GC19P034359","2.11608815193176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPI"
"H2AX","H2A.X Variant Histone","Protein Coding","P16104","56","GC11M133876","2.11357736587524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AX"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","P46527","61","GC12P047017","2.11268758773804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"USP8","Ubiquitin Specific Peptidase 8","Protein Coding","P40818","59","GC15P050424","2.1122407913208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP8"
"HLA-E","Major Histocompatibility Complex, Class I, E","Protein Coding","P13747","53","GC06P156218","2.11172652244568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-E"
"DPP4","Dipeptidyl Peptidase 4","Protein Coding","P27487","62","GC02M161992","2.11090421676636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P05412","62","GC01M058780","2.11090421676636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"LTB","Lymphotoxin Beta","Protein Coding","Q06643","52","GC06M100300","2.11046600341797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTB"
"MYB","MYB Proto-Oncogene, Transcription Factor","Protein Coding","P10242","62","GC06P135181","2.10989832878113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYB"
"LMNA","Lamin A/C","Protein Coding","P02545","62","GC01P156082","2.10885095596313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","Q00535","65","GC07M151053","2.10850191116333","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"FN1","Fibronectin 1","Protein Coding","P02751","63","GC02M215360","2.1038510799408","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"KRT19","Keratin 19","Protein Coding","P08727","56","GC17M041523","2.10286617279053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT19"
"GAA","Alpha Glucosidase","Protein Coding","P10253","63","GC17P080101","2.10166573524475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAA"
"CR1","Complement C3b/C4b Receptor 1 (Knops Blood Group)","Protein Coding","P17927","57","GC01P207496","2.10137939453125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1"
"COL3A1","Collagen Type III Alpha 1 Chain","Protein Coding","P02461","61","GC02P188974","2.09583115577698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL3A1"
"TCF4","Transcription Factor 4","Protein Coding","P15884","59","GC18M055222","2.09583115577698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4"
"GHR","Growth Hormone Receptor","Protein Coding","P10912","58","GC05P042429","2.09583115577698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHR"
"DHODH","Dihydroorotate Dehydrogenase (Quinone)","Protein Coding","Q02127","59","GC16P072008","2.0954110622406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHODH"
"CHCHD2","Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 2","Protein Coding","Q9Y6H1","50","GC07M056101","2.0954110622406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD2"
"PLAUR","Plasminogen Activator, Urokinase Receptor","Protein Coding","Q03405","57","GC19M043646","2.09525227546692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAUR"
"MAPK12","Mitogen-Activated Protein Kinase 12","Protein Coding","P53778","59","GC22M081719","2.09284162521362","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK12"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","66","GC12P112418","2.09165406227112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736","62","GC07P106865","2.09069561958313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"CCR9","C-C Motif Chemokine Receptor 9","Protein Coding","P51686","51","GC03P061342","2.08680057525635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR9"
"CFL1","Cofilin 1","Protein Coding","P23528","58","GC11M065823","2.08615398406982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"TPO","Thyroid Peroxidase","Protein Coding","P07202","61","GC02P001374","2.08598613739014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPO"
"IFNA10","Interferon Alpha 10","Protein Coding","P01566","47","GC09M022227","2.08526802062988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA10"
"RELA","RELA Proto-Oncogene, NF-KB Subunit","Protein Coding","Q04206","64","GC11M065653","2.08440184593201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELA"
"GSK3B","Glycogen Synthase Kinase 3 Beta","Protein Coding","P49841","63","GC03M119821","2.08438611030579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"
"CRH","Corticotropin Releasing Hormone","Protein Coding","P06850","55","GC08M066176","2.08244347572327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRH"
"CYP27B1","Cytochrome P450 Family 27 Subfamily B Member 1","Protein Coding","O15528","58","GC12M059933","2.08006715774536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27B1"
"KIF1A","Kinesin Family Member 1A","Protein Coding","Q12756","56","GC02M240713","2.07933497428894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1A"
"TMIE","Transmembrane Inner Ear","Protein Coding","Q8NEW7","44","GC03P061378","2.0755090713501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMIE"
"PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","Q13153","63","GC11M133198","2.07154703140259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1"
"SOX2","SRY-Box Transcription Factor 2","Protein Coding","P48431","58","GC03P181711","2.07056736946106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX2"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","Q92743","57","GC10P122463","2.07056736946106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"ALS2","Alsin Rho Guanine Nucleotide Exchange Factor ALS2","Protein Coding","Q96Q42","55","GC02M201703","2.07056736946106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALS2"
"VPS37A","VPS37A Subunit Of ESCRT-I","Protein Coding","Q8NEZ2","54","GC08P017246","2.07056736946106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37A"
"HP","Haptoglobin","Protein Coding","P00738","58","GC16P106129","2.06915807723999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP"
"RAC1","Rac Family Small GTPase 1","Protein Coding","P63000","62","GC07P015409","2.06339311599731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1"
"DUT","Deoxyuridine Triphosphatase","Protein Coding","P33316","55","GC15P048331","2.06113433837891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUT"
"EDN1","Endothelin 1","Protein Coding","P05305","61","GC06P012497","2.05514717102051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"PRL","Prolactin","Protein Coding","P01236","56","GC06M022287","2.05031156539917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"CHKB","Choline Kinase Beta","Protein Coding","Q9Y259","57","GC22M050578","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB"
"SCO2","Synthesis Of Cytochrome C Oxidase 2","Protein Coding","O43819","57","GC22M050523","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCO2"
"SLC12A4","Solute Carrier Family 12 Member 4","Protein Coding","Q9UP95","56","GC16M073702","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A4"
"ADAMTS10","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 10","Protein Coding","Q9H324","55","GC19M008580","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS10"
"D2HGDH","D-2-Hydroxyglutarate Dehydrogenase","Protein Coding","Q8N465","55","GC02P241734","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=D2HGDH"
"NDUFA1","NADH:Ubiquinone Oxidoreductase Subunit A1","Protein Coding","O15239","55","GC0XP119871","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA1"
"SLC52A3","Solute Carrier Family 52 Member 3","Protein Coding","Q9NQ40","55","GC20M000741","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A3"
"DNAJC3","DnaJ Heat Shock Protein Family (Hsp40) Member C3","Protein Coding","Q13217","52","GC13P095677","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC3"
"FLAD1","Flavin Adenine Dinucleotide Synthetase 1","Protein Coding","Q8NFF5","52","GC01P154983","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLAD1"
"GLYCTK","Glycerate Kinase","Protein Coding","Q8IVS8","52","GC03P061630","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLYCTK"
"PPCS","Phosphopantothenoylcysteine Synthetase","Protein Coding","Q9HAB8","52","GC01P042456","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPCS"
"MSTO1","Misato Mitochondrial Distribution And Morphology Regulator 1","Protein Coding","Q9BUK6","51","GC01P170498","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSTO1"
"NDUFA11","NADH:Ubiquinone Oxidoreductase Subunit A11","Protein Coding","Q86Y39","50","GC19M005891","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA11"
"NSUN3","NOP2/Sun RNA Methyltransferase 3","Protein Coding","Q9H649","50","GC03P094062","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN3"
"TMEM126B","Transmembrane Protein 126B","Protein Coding","Q8IUX1","50","GC11P085628","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM126B"
"TMX2","Thioredoxin Related Transmembrane Protein 2","Protein Coding","Q9Y320","50","GC11P059029","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX2"
"MICOS13","Mitochondrial Contact Site And Cristae Organizing System Subunit 13","Protein Coding","Q5XKP0","49","GC19M100060","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICOS13"
"NDUFB1","NADH:Ubiquinone Oxidoreductase Subunit B1","Protein Coding","O75438","48","GC14M092116","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB1"
"COA5","Cytochrome C Oxidase Assembly Factor 5","Protein Coding","Q86WW8","47","GC02M098599","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA5"
"ATP5MK","ATP Synthase Membrane Subunit K","Protein Coding","Q96IX5","46","GC10M103397","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MK"
"NDUFC1","NADH:Ubiquinone Oxidoreductase Subunit C1","Protein Coding","O43677","46","GC04M139290","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFC1"
"PTCD1","Pentatricopeptide Repeat Domain 1","Protein Coding","O75127","46","GC07M106033","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCD1"
"UQCC3","Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 3","Protein Coding","Q6UW78","45","GC11P062670","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC3"
"NDUFAF8","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 8","Protein Coding","A1L188","43","GC17P134823","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF8"
"PET117","PET117 Cytochrome C Oxidase Chaperone","Protein Coding","Q6UWS5","43","GC20P018137","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PET117"
"COA1","Cytochrome C Oxidase Assembly Factor 1","Protein Coding","Q9GZY4","42","GC07M043608","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA1"
"COX6B2","Cytochrome C Oxidase Subunit 6B2","Protein Coding","Q6YFQ2","42","GC19M101577","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX6B2"
"BOLA2","BolA Family Member 2","Protein Coding","Q9H3K6","41","GC16M045645","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLA2"
"PET100","PET100 Cytochrome C Oxidase Chaperone","Protein Coding","P0DJ07","41","GC19P132123","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PET100"
"PYURF","PIGY Upstream Open Reading Frame","Protein Coding","Q96I23","37","GC04M088521","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYURF"
"ATP5MGL","ATP Synthase Membrane Subunit G Like","Protein Coding","Q7Z4Y8","34","GC22M081607","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MGL"
"NDUFC2-KCTD14","NDUFC2-KCTD14 Readthrough","Protein Coding","E9PQ53","29","GC11M078015","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFC2-KCTD14"
"MT-TV","Mitochondrially Encoded TRNA-Val (GUN)","RNA Gene","","23","GCMTP001605","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TV"
"MT-TE","Mitochondrially Encoded TRNA-Glu (GAA/G)","RNA Gene","","22","GCMTM014676","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TE"
"MT-TH","Mitochondrially Encoded TRNA-His (CAU/C)","RNA Gene","","22","GCMTP012140","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TH"
"MT-TI","Mitochondrially Encoded TRNA-Ile (AUU/C)","RNA Gene","","22","GCMTP004265","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TI"
"MT-TS1","Mitochondrially Encoded TRNA-Ser (UCN) 1","RNA Gene","","22","GCMTM007447","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TS1"
"MT-TD","Mitochondrially Encoded TRNA-Asp (GAU/C)","RNA Gene","","21","GCMTP007520","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TD"
"MT-TM","Mitochondrially Encoded TRNA-Met (AUA/G)","RNA Gene","","21","GCMTP004404","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TM"
"MT-TC","Mitochondrially Encoded TRNA-Cys (UGU/C)","RNA Gene","","20","GCMTM005763","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TC"
"MT-TG","Mitochondrially Encoded TRNA-Gly (GGN)","RNA Gene","","20","GCMTP009993","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TG"
"MT-TR","Mitochondrially Encoded TRNA-Arg (CGN)","RNA Gene","","20","GCMTP010407","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TR"
"MT-TA","Mitochondrially Encoded TRNA-Ala (GCN)","RNA Gene","","19","GCMTM005589","2.0492262840271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TA"
